Sentiment,Text,Word Count
negative,fair value company investment property went eur billion end eur billion year earlier,28
neutral,profit tax eur million,10
positive,lead production turn increase tonne would twofold increase current capacity level zahariev said,28
neutral,e commerce site flagship managed marimekko north america retail llc subsidiary established u last year,24
positive,market share widened percent percent year earlier,14
neutral,annual report sent automatically shareholder holding least sampo plc share,17
positive,october finnish metal product company componenta oyj hel cth v said yesterday net loss narrowed eur first nine month eur period,40
positive,third quarter net sale increased year year eur comparable currency rate growth,27
positive,expansion includes doubling floor space addition lifting capacity production equipment,20
neutral,six agreement company first customer acquisition india since taking tv electronics contract manufacturing facility jun,25
neutral,peigs www peigs se become part sardus latta maltider light meal unit,13
neutral,customer wave card front reader make payment similar touch go card used transport system,25
positive,foundry division report sale increased eur mn eur mn corresponding period sale machine shop division increased eur mn eur mn corresponding period,50
positive,contract demonstrates ability apply mineral metal technology adjacent industry oil shale processing,23
positive,glad long co operation sodra continues comment stig goran sandberg affecto area manager baltic operation,24
neutral,country germany sector construction real estate machinery engineering target caverion gmbh buyer yit oyj deal size usd type corporate acquisition status agreed,32
neutral,chilled meat product category led meat fish poultry market finland accounting share,24
positive,clothing retail chain sepp l sale increased eur mn operating profit rose eur mn eur mn,30
neutral,financial pricing detail disclosed,8
neutral,nokian tyre tyre considered genuine winter tyre russia,12
neutral,since registration share subscribed directed share issue new number panostaja share voting right,25
positive,incap contract manufacturing service private limited inked agreement six new customer india,16
positive,operating profit improved eur mn,11
neutral,wood lacquered clock come stripy hand crocheted cover,11
neutral,corresponding increase share capital eur entered trade register today,20
positive,total area gorelovo plant sq atrium invested euro mn plant double atrium russia production capacity st petersburg area,35
neutral,stockholm based nordea bank sto nda said yesterday hired casper von koskull lead corporate merchant banking capital market unit effective september,31
positive,allows young child move forward life,14
neutral,bank leasing arm nordea liising ended year profit million euro,18
positive,p ferry efficient powerful vessel dover calais route head shipbuilder rauma yard timo suistio said,32
neutral,finnish company claim quarter million contented tulikivi fireplace business homeowner worldwide,20
neutral,maximum obligated total trade per day isk market value,13
neutral,merger two telecom operator expected result world fourth largest telecom operator,20
positive,loss third quarter eur mn smaller loss second quarter,23
neutral,kershaw take position immediate effect previous role marketing manager sankey home garden product,22
positive,homeware area fiskars provides leading branded product home kitchen interior design,19
positive,satama earned data management solution competency business intelligence specialization recentlyvia acquisition fimentor oy,17
negative,finnish investment group norvestia oyj said net profit fell mln euro mln mln euro mln,29
positive,developer project predict completed april skanssi attract million visitor annually,24
neutral,danske bank denmark largest bank million customer,12
negative,finnish national carrier said net loss april june euro million net profit euro million year earlier,27
neutral,midnighttrader midnighttrader premier source extended hour u equity trading analysis news forecasting retail institutional investment community,26
negative,helsinki thomson financial share cargotec fell sharply early afternoon trade cargo handling group posted surprise drop april june profit overshadowed large number new order received three month,40
neutral,net sale sata flexo group came eur group company employed total people,26
neutral,statutory negotiation headquarters part decrease,11
neutral,unc charlotte would also deploy ssh tectia connector enable secure application connectivity,14
neutral,product include personal communication product mobile phone part home communication product set top box electronics flat panel tv well communication network product base station tower top amplifier microwave system,44
neutral,votorantim celulose e papel vcp part votorantim group major brazilian conglomerate,19
neutral,pohjola could increase stake,11
neutral,nordic exchange omx offer access approximately percent nordic baltic security market,20
positive,earnings per share quarter came eur eur quarter year earlier,26
neutral,net loss period euro million,13
neutral,profitable make pulp paper sawn good area combination factor good,23
neutral,quartal oy owns share satama interactive plc represents per cent share capital voting right,24
negative,adp news jan finnish mobile phone maker nokia oyj omx nok v said today operating profit decreased eur billion usd bn eur billion,45
neutral,ahlstrom corporation stock exchange announcement total new share ahlstrom corporation subscribed option right company stock option program ii,36
neutral,according prosecutor share transaction carried hk ruokatalo proceeded negotiation concerning acquisition swedish meat,26
neutral,glaston also efficiency measure unit,10
neutral,went market yield guidance area gave u flexibility go th,27
neutral,motorola accounted percent south korean handset market end april samsung held percent lg electronics percent according korea based atlas research group,35
neutral,market almost completely controlled three bank nordea op bank group sampo,19
positive,finnish handling system company cargotec oyj hel cgcbv said today eur million usd contract deliver macgregor hatch cover ship ordered norwegian shipowner grieg shipping,40
neutral,acquired plant annual capacity tonne production sold domestic customer,22
positive,finnish financial group aktia report operating profit eur mn january september eur mn corresponding period,27
neutral,city invite however public procurement tender tailor made public furniture park bench litter receptacle public toilet well bus shelter street light,40
neutral,winner included honda odyssey minivan nissan armada large suv,16
negative,finnish electronics contract manufacturer scanfil report net sale eur mn second quarter eur mn year earlier,28
neutral,export make per cent sale name glaston also reflects truly internationally operating company explains kyro president ceo mika seitovirta,34
neutral,raise consumer awareness encourage people recycle old mobile device nokia run regular recycling campaign around world,22
negative,operating profit excluding non recurring item totaled eur mn compared eur mn corresponding period,21
neutral,increase range vary,10
neutral,honka subsidiary france germany also benefit example arranging customer event conjunction world cup skiing competition,26
neutral,like mechanical pipettors biohit also proline plus ce ivd marked come year warranty,21
positive,loyal customer found bank land index,18
negative,announcement come two week key licensing agreement expires two company embroiled disagreement royalty payment texas instrument chip use qualcomm patented technology,34
negative,earnings per share eps decreased eur eur,16
neutral,delivery due second half,10
neutral,government started sell last month putting percent stake teliasonera auction bloc,20
positive,finnish rautaruukki awarded contract supply install steel superstructure partihallsf rbindelsen bridge gothenburg sweden,22
neutral,ecb mainly target inflation,7
neutral,preliminary estimation technology park measure square meter,15
neutral,prerequisite inclusion program receipt gain key employee acquire aspo share amount determined board advance maximum,34
neutral,transaction announced september pohjola insurance agreed pay eur million usd cash pohjantahti,26
positive,sale climbed pct bln eur surpassing mln eur consensus figure,17
positive,financial impact estimated meur annual improvement division result starting fiscal year,24
neutral,addition nine fixed term employment contract extended two people leave company pension arrangement,22
negative,operating profit decreased eur mn eur mn,12
neutral,according hk ruokatalo almost meat used company come finland,17
neutral,facade riga march finnish construction company yit oyj hel yty v said today build frame facade tower construction project riga,34
positive,however expects bank provide alternative financing,10
positive,nokian capacitor equipment used raise capacity reliability indian grid,18
negative,result negotiation employment blue white collar employee oulu plant would terminated,23
positive,estimate operating profit improve third quarter,13
neutral,company owned state finland european aeronautic defense space company eads n v tekla international software company provides solution building construction energy distribution municipality,38
positive,belief soy oat good chance entering uk market,15
neutral,opening portal part expansion strategy alma medium marketplace business unit,19
neutral,finland martela offer comprehensive service cover entire process change initial inventory design removal maintenance,26
neutral,viking line stx finland said monday plan build million euro ferry would launched turku stockholm route spring,31
positive,brazilian mobile player telemig celular yesterday announced selected finnish software developer tecnomen oyj expand prepaid billing system,23
neutral,automation make possible conduct several test simultaneously,10
positive,company use asset strengthening balance sheet financial position,15
positive,finnish fiber plastic product maker suominen corporation said net loss narrowed mln euro mln first nine month mln euro mln period,41
neutral,value order usd mn,10
negative,elcoteq group recently announced last three month previous year brought major loss half billion kroon eur mln fifth quarter running,38
positive,company intensifying smelter operation increasing annual production capacity tonne copper,20
neutral,challenge company however finding new source raw material said risto rinne ceo neste oil,25
positive,social plan negotiation part three year turn around program expected ensure salomon future competitiveness,22
neutral,tieto service also used send process receive material related absentee voting,18
neutral,plant scheduled completion late february hand area january two supplier nokia aspocomp group oyj perlos announced plan establish plant within nokia complex together invest r crore,50
neutral,also pleased welcome new employee tieto,13
neutral,cant understand theyre saying impressive watch hit ball speed,20
neutral,amanda said already made usd investment commitment russia partner ii fund july,22
negative,stora enso oyj largest papermaker october said would close four mill,17
positive,accordance strategy strengthened local presence establishing representative office south africa october,22
neutral,finnish plastic pipe maker uponor selling irish uk infrastructure business private equity company,19
neutral,measure launched immediately due finalized first quarter,18
negative,finnish suominen flexible packaging cutting job unit tampere two nastola finland,21
positive,sale improved sek mn compared sek mn,13
positive,tekla structure bim building information modeling software developed according long term plan improved user experience process functionality,25
positive,eps quarter came eur eur year ago ahead forecast eur,25
neutral,upm kymmene said indicated interest domestic consolidation,15
negative,export declined percent million liter,10
positive,last quarter componenta net sale doubled eur eur period year earlier moved zero pre tax profit pre tax loss eur,39
neutral,already good position technical building service market ostrobothnia,13
neutral,first phase completed end,12
negative,acquisition landsbanken sverige burdened performance eur mn,15
positive,rebuilds designed improve machine performance product quality,14
neutral,stora enso oyj said friday sell north american unit newpage deal valued euro billion u million,27
neutral,phone targeted first time user growth market,12
neutral,basware business transaction service enables customer receive send invoice electronic format,17
negative,finland sampo bank part danske bank group lay staff administrative support function,25
neutral,kel demanding new board company well discussion merger alma medium medium company talentum,24
positive,one installed elevator double deck elevator enables efficient use building core space,23
neutral,new company likely hold ipo nyse another international stock exchange according altimo manages alfa group telecommunication asset teliasonera agreement published website u security exchange commission,48
neutral,company net sale amounted approximately eur employee,18
negative,company said comparable operating profit january june period fell short last year corresponding performance,21
positive,purpose action ensure company cost effectiveness year near future,20
neutral,year personal entertainment play significant role determining whether fitness facility workout experience pleasurable chore said brian wilson director marketing precor entertainment service division,42
positive,use natural fiber make clothes comfortable allow skin breathe eco friendly,22
positive,estimated synergy benefit least eur annually,10
neutral,term agreement lextel group committed opening order eur benefon mobile unit co branded capitel china market,32
neutral,uponor initiated action attempt recover cost replacement program supplier clamp well insurance company,27
neutral,finnish real estate investment company interavanti oyj said monday september agreed sell ownership finnish ticket service company lippupiste oy ct eventim ag managing director lippupiste oy,50
neutral,talentum acquired pct stake varesvuo partner remaining,19
neutral,time market automated liquid handling device already larger pipette according biohit,24
neutral,office space rise remodeled cannon street underground station,13
positive,eps quarter eur compared eur third quarter representing group net sale third quarter eur compared eur third quarter,51
neutral,expected completed end,12
positive,net sale operating profit record high company history,16
neutral,value order eur mn,10
neutral,finnish benefon denies claim made press company giving mobile handset business,19
positive,according report neomarkka kuitu finland customer interested buying company product restarts production,24
neutral,company expects net sale whole previous year level,17
positive,sale increased due growing market rate increased operation,11
positive,shopping center prime location right next myllypuro metro station,16
neutral,jvc stop producing dvd player brazil jvc brazil subsidiary japan jvc group announced stop production dvd player brazil,32
negative,march leakage gypsum pond detected today talvivaara mine,17
negative,scanfil execute temporary lay offs mid october job cut march,17
neutral,order valued usd,8
positive,stora enso owns percent bergvik earns therefore sek bn value appreciation,18
neutral,also potential client growing environmental recycling technology sector,14
positive,tim cockroft brings excellent track record year experience moreover tim successfully developed capital market operation kaupthing singer friedlander involving corporate finance broking focus mid market company,43
neutral,cruising rev fall le engine output required,13
neutral,profit accounting period eur mn,10
negative,total number filling station decrease recently,13
positive,operating profit rose eur mn eur mn corresponding period,18
neutral,russia video international group hold controlling stake russian medium venture,14
neutral,people worker retiring raahe work,24
neutral,company intends launch housing development acquired land plot construct square metre housing per annum,26
neutral,serve broad range customer including construction process industry shipyard public sector household,22
positive,iggesunds bruk sweden one advanced fully integrated pulp paperboard mill world,21
neutral,financial detail available,6
negative,operating profit excluding non recurring item totaled eur mn eur mn corresponding period,24
neutral,salcomp charger manufacturing plant india located nokia telecom park state tamil nadu eastern part india,28
neutral,company also appointed leif rosen head special plate unit includes quarto plate unit degerfors sweden new castle usa unit willich germany well pressplate prefab avesta plate service centre nordic degerfors,52
neutral,pohjola act manager issue bond listed nasdaq omx helsinki ltd,21
neutral,time nokia india largest mnc sought topic could spark million approach creativity emerging market,29
positive,known post bank concept would see fidelity bank rolling office ghana post premise provide financial service people,28
neutral,eur contract includes design construction work,10
positive,according finnish pension insurance company varma varma recipient two third revenue earnings related pension cover competitive tendering finland,32
positive,line plan focus selected growth segment streamline corporate structure,18
neutral,elisa commissioned finland poyry telecom oy conduct study reception estonia largest city besides tallinn,24
positive,lee man paper metso long prosperous co operation good example changshu hongmei kraftliner machine delivered earlier,28
neutral,nonwovens specialty paper made ahlstrom used large variety everyday product e g filter wipe flooring label tape,32
neutral,net investment income,3
neutral,investment place atrium plan expand moscow market,16
neutral,succeed krister kylas decided leave teliasonera,13
positive,representative body swedish meat approved improved offer finnish hk ruokatalo acquire company,19
neutral,earn payment mln euro mln also paid depending intellibis financial performance,26
positive,part transaction real sappi also signed long term agreement supply pulp bctmp smaller service supply,29
negative,ruukki group calculates lost eur mn failed project,14
neutral,commission said hydrogen peroxide pb market worth million euro,18
negative,total capital fund managed bank decreased eur mn end september,23
positive,london afx share rautaruukki corp upgraded hold sell abn amro price target raised eur said dealer,36
neutral,finnish rautaruukki selling precision tube automotive component processing unit carl froh germany german arques industry,21
neutral,headquartered city company nearly year old focus science based innovation technology environmental measurement,23
neutral,net profit period million euro,13
neutral,addition contract includes modification effluent treatment plant follum,15
neutral,dec grimaldi acquired million share percent stake finnlines,16
neutral,commission found evidence several meeting discus cartel including one brussels restaurant november company discussed price increase,29
neutral,finnish food concern atrium acquire two estonian meat processing company woro kommerts vastse kuuste lihatoostus reported official website www investinestonia com,27
positive,fair value investment property totalled eur mn compared eur mn corresponding period,23
negative,finnish metal product company componenta oyj net profit went slightly mln euro mln first half mln euro mln period,42
neutral,one price category call preferred operator network another call operator network,23
neutral,approximately sek million repayment demanded overcharging stockholm area remaining sek million taken western coast inspectorate said,32
neutral,course talk coming new project involve material handling konecranes president ceo pekka lundmark said asked whether talking reliance industry supplying equipment upcoming refinery jamnagar,49
neutral,igor oleg yankov currently manage moron vitim hold onto stake,22
negative,pretax profit decreased eur mn eur mn,15
neutral,inspects company strategic strength weakness,9
positive,combine renew content functionality current system funding online service well maintenance,24
neutral,technology become available business fourth quarter nokia said,15
neutral,order also includes start commissioning service,9
neutral,contract allotted per lowest price criterion,11
negative,baltic state company report net sale eur mn eur mn operative ebit eur mn eur mn,35
neutral,major part delivery include different ac cxe amplifier solution product dinh telecom company acquired teleste last spring,27
negative,applying summer work seen laborious stressful,11
neutral,stonesoft global provider proven next generation solution simplify network security management,17
negative,sale tiimari business went eur million gallerix store saw growth eur million,27
negative,tallink silja attribute significant drop problem booking system taken operation october sale trailer ferry sky wind route stockholm riga passenger helsinki stockholm route,46
positive,sponda plc stock exchange release december eur billion syndicated credit facility sponda sponda signed agreement one year syndicated credit facility total eur billion,37
neutral,appointment force new ceo appointed,14
neutral,marubeni group focus creating value chain upstream downstream encompassing wide variety business field including oil gas metal mineral resource food pulp paper chemical among others,44
neutral,utah capital wanted next u headquarters amer sport corp ski equipment company,19
neutral,samsung mobile application store launched january samsung mobile innovator program enables mobile software developer create application use across samsung mobile device,32
positive,eps continuing operation came eur,14
positive,finnish larox signed contract talvivaara project delivery filter talvivaara nickel mine sotkamo finland,26
neutral,company reported net sale mln euro mln operating margin pct,22
neutral,margin call zanadvorov given chance make purchase credit deutsche bank usd million,23
positive,installation automatic varnishing line important part company strategy region central eastern europe said jozef misurec director ruukki slovakia,36
positive,compared ftse index rose point day relative price change,28
neutral,aldata solution oyj bertrand sciard president ceo information aldata solution oyj bertrand sciard president ceo tel aldata retail wholesale aldata business dedicated retail wholesale business improvement,49
neutral,fki john jiang worked several general manager senior business consultant position international company china,22
neutral,upgraded factory scheduled come stream summer,15
negative,finnish suominen corporation make wipe nonwovens flexible packaging expects change market situation reduce sale suominen nonwovens wet wipe previously estimated volume,35
positive,abb deutsche bank upgraded recommendation swiss swedish engineering group abb ltd buy hold,21
positive,manavigator september kemira unveils indian jv ivrcl finnish chemical group kemira hel kra v tuesday announced inked deal form joint venture india local construction firm ivrcl infrastructure project ltd bom,47
neutral,device would launched chinese market late company said,17
negative,eb announced stock exchange release november th j bergqvist resigned chairmanship membership board eb,27
neutral,vacon aim establish presence solar energy business various part world towards end said olli teva marketing director renewable energy application,33
positive,broker repeated buy rating based expectation current restructuring lead clear improvement performance europe,29
negative,close omx helsinki pct lower point omx helsinki pct point bln eur turnover,34
neutral,pleased invite join real international conference call p eet,18
neutral,global market direct pohjola bank plc financial analysis review depth business financial analysis pohjola bank plc,23
neutral,share acquired accordance section rule nasdaq omx helsinki rule applicable acquisition share,27
neutral,value order eur mn,10
positive,svyturys utenos alus controlled nordic group baltic beverage holding bbh posted percent growth beer sale january september million liter,32
positive,deal strengthens ramirent position especially industrial sector large investment project,17
neutral,eb hold exclusive right market new entity product,14
positive,previously eb delivered custom solution lg electronics making commercially available mobile terminal vendor well wireless operator,29
positive,espoon kaupunki awarded contract personal care product,9
negative,worker l affected close,11
neutral,eur million non recurring expense recorded third quarter,14
positive,svyturys utenos alus controlled nordic group baltic beverage holding bbh posted per cent growth beer sale january may million litre,31
neutral,fortum also blocking stake northwestern tgk,10
negative,operating profit totalled eur mn eur mn year earlier,16
neutral,property purchased swedish private equity real estate firm niam goldman sachs whitehall street real estate fund,22
neutral,fortum hold pct share capital pct voting right company plan delist warsaw stock exchange,31
neutral,order worth eur mn,7
neutral,annual general meeting approved yearly remuneration member board director shall remain eur chairman board eur deputy chairman board eur member board,48
neutral,westend ict plc new share increase share capital eur based resolution extraordinary shareholder meeting december today registered trade register,35
positive,adp news nov finnish retail software developer aldata solution oyj omx ald v said today swung net profit eur million usd first nine month versus net loss eu,47
neutral,company target sale l mn l mn profit l l,26
neutral,january largest nordic bank nordea finnish retail chain stockmann launched regionally unique cooperation project first introduce common mastercard credit card enabling payment different state store,41
neutral,tecnomen system feature new range value added service prepaid post paid billing charging rating voice call data traffic kind content service mobile fixed network,39
neutral,order related renewing network telecommunication operator,13
neutral,finnish glass technology group glaston corporation omx helsinki gla v reported thursday august operating profit eur net sale eur period january september,39
neutral,group loyal customer magazine yhteishyv came second reader sanoma corporation daily newspaper helsingin sanomat third reader,26
neutral,change announced today effective close trading friday june,20
neutral,action include cutting expensive weekend shift freezing production bonus system general cost cutting program,26
neutral,london afx uk european broker recommendation issued today collated afx news range market source,24
neutral,value contract eur poyry headquartered vantaa finland provides consulting engineering service energy forestry infrastructure environment sector,33
neutral,divested company part tietoenator business area government manufacturing retail,16
neutral,p central office nordea bank ya ulitsa yamskogo polya building telephone ext unimilk egm xvi international business summit food business russia take place,40
neutral,acquisition basware preliminary pro forma net sale amount eur mn preliminary pro forma operating profit amount eur mn,31
neutral,connection deal digia employ person nokia oslo silicon valley usa,23
neutral,first two project phase expected completed end,18
negative,last year upm cut production closed mill finland slashed job,16
neutral,kone headquartered espoo finland one world leading elevator escalator company,20
negative,sale mid strength beer decreased,9
negative,konecranes previously communicated estimated reduction employee group level,17
negative,addition company reduce maximum ten job,13
neutral,eur mn net interest income,10
neutral,seem enough hour day pekkarinen,14
neutral,blind spot coming vantage point allows investigator see whole story high resolution unbroken video,22
positive,aim achieve eur mn yearly saving,11
neutral,unbelievably company make fiskars corporation formed dutch merchant named peter thorwoste given charter establish blast furnace forging operation small finnish village fiskars,42
neutral,tielinja generated net sale mln euro mln,14
negative,measure result decreased demand technical design product information,13
neutral,also traditional grapevine carry lot weight,10
positive,operating profit eur mn loss eur mn year earlier,18
neutral,company delivered technical infrastructure used nav data warehouse business intelligence initiative,20
neutral,finnish construction company lemminkainen oyj hel lem said yesterday would build plastic film extrusion plant packaging material supplier ab rani plast oy lemminkainen kaluga industrial park russia,36
neutral,active shipping essential finland,7
neutral,polish business employ people net sale eur mn,20
neutral,detail provided,6
neutral,according barclays f secure software protect user hacker virus spyware digital attack,21
neutral,industry asia pakistan malaysia taiwan philippine today global research data service going publish several market analysis cement market asia,32
neutral,month ago teva vice chairman phillip frost marathon venture capital fund tase mara sold protalix share,22
positive,pretax profit rose eur mn eur corresponding period,17
neutral,editor note grimaldi generated bln euro bln turnover ansa reported may,27
negative,operating profit excluding non recurring item eur million compared eur million,15
positive,would increase estimated sale million last year,14
negative,group sale period eur million eur million result tax loss eur million,34
negative,stock hit profit warning finnish rival rautaruukki oyj omx rtrks,19
neutral,following issue number share swedish company grow,18
neutral,vehvilainen currently chief operating officer nokia siemens network join finnair january take ceo effective february,31
negative,profit period totalled eur mn eur mn corresponding period,21
neutral,paychex office serving approximately payroll client nationwide may,19
neutral,sami sepp nen ceo elisa eesti say novel network allows fast mobile broadband sparsely populated area,21
positive,agreement tietoenator provide blyk extended application business process management service infrastructure,21
neutral,notice entirety proposal nomination committee board published least four week april company website post och inrikes tidningar dagens industri,41
neutral,otherwise situation control,7
neutral,value deal disclosed,9
positive,expansion aim attract new customer finland abroad,13
positive,india trade russia currently stand four billion dollar growing per cent fiscal,20
positive,continued actively focus r position offering away point solution towards dynamic end end solution ervio stated,25
neutral,seat would go edgar edmonds american experience clothing retail industry christian fischer austrian experience winter sport good business,35
neutral,ramirent finland domestic unit machinery rental company ramirent oyj hel rmr v,16
neutral,contract next year,7
neutral,interesting export market russia baltic country scandinavia,15
neutral,total order value booked fourth quarter remainder booked second quarter,29
neutral,g engineering install valve liquefied natural gas lng plant built uae lng extraction gas plant operator gasco ruwais uae,30
neutral,initial estimated total value contract euro excluding vat,15
neutral,stuk today full service house expert radiation nuclear safety issue,15
positive,time profit company increased h reached l,19
negative,operating profit fell eur mn eur mn,12
neutral,outotec scope delivery cover engineering supply special equipment service calcination plant two circulating fluid bed calciners,26
neutral,group also plan launch room atrium grand whitefield five star luxury hotel,23
neutral,affecto participated program development norwegian pension system since,17
neutral,sale outokumpu share technology unit reduced percent,19
neutral,spring total stock option b annulled,16
neutral,purchase price paid cash upon closure transaction scheduled april,22
positive,change optimize operational efficiency growing business said julia prohaska director marketing communication fiskars,25
neutral,counter competitor strength target weakness,11
neutral,simultaneously alma medium purchased share arena interactive subsidiary arena partner focus mobile solution development,27
neutral,uncertainty still exist however,6
neutral,juha haapakoski continue editor chief budget responsibility also new publisher,15
neutral,solidium picked tikkurila share dividend book value eur per share,18
neutral,corresponds percent okmetic share capital voting right,14
neutral,bridge built south existing bridge spanning strait,16
neutral,uranium found locally naturally occurring make sense extract way metal,27
neutral,addus service include personal care assistance activity daily living skilled nursing rehabilitative therapy adult day care,25
neutral,u based corp talk scandinavian telecom company teliasonera sell stake uzbek cellular operator coscom executive coscom told interfax,28
neutral,america represents gemalto billing latin america one fastest growing region company,24
positive,individual promotion also generated slightly higher expected revenue,9
neutral,group net sale eur,11
neutral,bluewin security available monthly subscription,9
neutral,pricing detail disclosed,6
neutral,seventy three also extensive training product built latest archestra technology wonderware system platform,24
neutral,would like see changed nokia next attempt,13
negative,finnish financial software solution developer basware oyj said net profit fell euro mln first quarter mln euro mln year earlier,39
neutral,baltic pearl cjsc subsidiary shanghai foreign joint investment company developing project st petersburg comprising million square meter residential space two hospital several school nursery,39
neutral,pharmaceutical market poland global research data service published recently market analysis pharmaceutical market poland,21
positive,growth net sale first half compared first half,23
neutral,cent scout potential acquisition target detailed insight company financial operational performance,18
neutral,new unit become one largest one within company,14
negative,finnair tallinn based subsidiary aero carried passenger decline route helsinki baltic capital within southern finland,31
positive,may finnish liquid handling product diagnostic test system maker biohit oyj hel biobv said today may net loss narrowed eur usd first quarter eur period,57
positive,net profit mln compared mln,10
positive,according schmardin nordea likely try win customer pension fund provider,19
neutral,customer include local company slo oy kiilto oy toptronics oy normark suomi oy pellonpaja oy mansner oy,24
neutral,ulefos group leading supplier manhole cover nordic country,14
positive,cash flow operation totalled eur mn compared negative eur mn second quarter,23
neutral,simmons elected dcuc chairman portsmouth n h gordon simmons ceo service credit union elected chairman defense credit union council term,31
negative,term aforementioned funding considerably bank current cd level market maturity ranging year,29
neutral,negotiation reduction person taken place natural redundancy termination fixed term contract,20
neutral,company board director proposed dividend eur per share,18
positive,restructuring creates efficient organization increased operational focus stable profitability lead efficient production said bo annvik head specialty stainless,31
positive,adapter awarded certified integration sap netweaver endorsement integrates basware invoice automation procurement solution different erp system,33
neutral,spokesman said food store center subject council local support could comprise supermarket smaller store niche outlet firmed following consultation council local community regarding appropriate us occupier,50
neutral,floor area yliopistonrinne project sq building gross area total sq total facility let,34
positive,lowest bidder final approval awaited,15
neutral,company offer payroll service including payroll processing payroll tax administration employee pay service including direct deposit check signing readychex,29
negative,strike finnair estimate incur net loss eur eur per day,21
neutral,idea saving electricity data transfer still new one,14
positive,consumption forecast grow,10
neutral,program included operational improvement reduction personnel mainly netherlands,15
negative,permanent layoff plywood sawn timber sector finnish company operation several domestic mill earlier year temporarily laid worker save cost,40
negative,personnel reduction carried anjalankoski hollola jyvaskyla jarvenpaa karhula turku valkeakoski unit,23
neutral,flagship open fall manhattan flatiron district toy building fifth avenue,23
neutral,following payment made april company total eur million loan financial institution,22
negative,antti orkola president kemira growhow industrial solution unit told thomson financial news company put opening mine price phosphate quite depressed long time,40
neutral,finland based international machinery rental company ramirent plc omx helsinki rmr v reported friday august operating profit eur net sale eur period january june,40
neutral,planned set class business center two top storey complex,20
neutral,corresponding increase share capital total eur registered finnish trade register may,25
neutral,r loan,4
negative,far norwegian norske skog reduced staff level people plan reduce production ton finnish swedish stora enso cut staff people production ton,41
neutral,finnish aluminium product manufacturer nordic aluminium plc omx helsinki noa v reported monday august operating profit eur net sale eur period january june,40
positive,real corporation press release november real corporation second best company material sector including e g forest industry company carbon disclosure leadership index cdli nordic report,38
neutral,high wind also toppled three semi trailer north barstow,12
positive,mr priit kasak balti metsamasina owner said rakvere based company wish increase valmet market share third couple year,32
positive,group turnover full fiscal year expected show slight increase previous fiscal year,22
negative,sale seppala diminished per cent,9
neutral,research show access information technology one limiting factor small business especially work heterogenous network based environment,31
positive,october finnish fishing tackle company rapala vmc corp hel rap v said today net profit rose eur first nine month eur period year earlier,45
neutral,even tulikivi emission well strictest state standard including washington colorado,19
neutral,delivery outotec take place month,10
neutral,investment disclosed,5
neutral,veneer plywood industry sweden quite small despite raw material resource,16
neutral,party also agreed l nnen tehtaat right sell remaining share suomen rehu hankkija maatalous month purchase majority holding earliest,35
positive,teliasonera secured delivery g modem support g g second quarter,19
neutral,currently terminator lure produced subcontract facility mexico manufacturing transferred rapala factory shenzhen china,27
positive,launch plant june went well producing advanced fuel couple week,24
negative,operating profit month period decreased eur net sale increased eur compared financial year,28
neutral,acquisition avc systemhaus majority stake cableway increase number teleste personnel,21
neutral,company net sale totalled meur operating margin per cent,19
neutral,following information released comptel tomorrow chairman federal communication commission scheduled deliver national broadband plan congress,27
neutral,agreement includes entire process managing mercator supply chain region company currently present,22
neutral,technopolis approximately customer company jyvaskyla,9
negative,nokia share hit euro friday percent start year part slow introduction touch screen model,28
neutral,j rvi suomen portti also planning reduce use sodium nitrite,13
neutral,part agreement aspocomp also give meadville pct slice subsidiary operating oulu finland,24
positive,newly formed company yit stavo local contact network expertise market know euro stavokonsult combined yit housing concept said juha kostiainen yit vice president corporate communication business development,46
neutral,mr jortikka president base metal division outotec oyj finland executive committee outotec,23
positive,operating profit rose eur mn eur mn corresponding period,18
neutral,kauko telko centralized administration dissolved appropriate part transferred operating activity group administration end year,28
negative,earlier today geberit finnish rival uponor oyj cut full year sale growth forecast pct pct blaming tough condition germany u well currency factor,37
positive,term financing approved annual general meeting company held june,22
neutral,thank jarmo ukonaho warmly contribution wish best future challenge,20
neutral,veracel preparing appeal issue asked court clarification judgement,19
positive,also turned earnings per share eps eur versus loss per share eur,21
neutral,hope clarify policy finnish business gray area motlanthe said,21
negative,finnish meat company atrium longer promise sufficient amount domestic beef customer,18
positive,standardised service met positive reception among customer well itella,18
neutral,donation university annual general meeting authorized board director donate max,16
neutral,supported nokia phone include n n gb n n n n n n n n n n n n n n n n e e e e e e e e e e e touch xpress classic navigator classic navigator xm,81
neutral,kaupthing forecast finnish swedish stora enso close mill reisholz germany,16
negative,operating profit totalled eur mn eur mn first half,19
neutral,total scholarship amount euro recipient chosen recommendation fine art university sport association,23
negative,production liquidated june employee loose job,16
positive,sq sq ft store copenhagen premier shopping district inaugurated today strengthening company presence nordic capital,28
positive,strand associate expanding madison corporate headquarters space add employee engineering firm,20
neutral,france l com spent time studying teliasonera potential takeover target shareholder want sell pellissier said,25
neutral,nokia interested bring nokia market,13
neutral,finnish bank alandsbanken said monday buy swedish operation iceland troubled kaupthing bank million kronor million cash,27
negative,cargo traffic fell year year tonne september,13
neutral,teleste bk optiflex amplifier product used ongoing capacity upgrade kdg network bi directionality,19
negative,operating loss totalled eur mn compared profit eur mn second quarter,22
neutral,output contract total mwe,9
neutral,million tonne co eua eu allowance emission credit eu traded underlying market value approx,27
